Date,VWRP.L_Price,VWRP.L_SharesBought,VWRP.L_TotalShares,VUAG.L_Price,VUAG.L_SharesBought,VUAG.L_TotalShares,TotalCashInvested,CurrentPortfolioValue
2026-01-31 02:21:30.962589,127.33999633789062,0.4397675640841599,0.4397675640841599,97.16999816894531,0.246989816324502,0.246989816324502,80.0,80.0
